Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/donate/?mc_cid=c1e1ff0cdf&mc_eid=e6aca9ef37,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/donate/?mc_cid=c1e1ff0cdf&mc_eid=f617834ea5,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/donate/?mc_cid=cdc297218f&mc_eid=2af339fda8,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/donate/?mc_cid=fdf5240c04&mc_eid=2e84fb5e0d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/donate/donate-e01/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/dontae,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/dystopian-hermit-monk/,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/editing-book-reviews-dangerous-act-turkey/,1,1,0:01:41,0,0.00%,0.00%,$0.00 
/editorial-communications-internship/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/egypts-grim-blow-freedom-expression-human-rights-tortured-poet-galal-el-behairy-must-be-freed/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/elegy-with-crop-duster/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=22451ba166&mc_eid=25bc316a4e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b7ffff3657&mc_eid=f750acee53,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=30b5e0a8f6,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=49b11e3f2b,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=542d190b53,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=93b7ce74e6,1,1,0:01:30,1,0.00%,0.00%,$0.00 
/emerging-voices-fellowship/?mc_cid=b8f984d652&mc_eid=ecf6fb3116,1,1,0:00:16,1,0.00%,0.00%,$0.00 
/escape-from-a-maximum-security-jail/,1,1,0:02:11,0,0.00%,0.00%,$0.00 
/etgar-keret-george-saunders/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event-series/banned-together-2018/,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/event-series/banned-together-2018/?mc_cid=580cb21ce5&mc_eid=54ae23550c,1,1,0:01:21,1,0.00%,0.00%,$0.00 
/event-series/banned-together-2018/?mc_cid=580cb21ce5&mc_eid=5cc675c09a,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/event-series/banned-together-2018/?mc_cid=580cb21ce5&mc_eid=70364a767c,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/event-series/banned-together-2018/?mc_cid=580cb21ce5&mc_eid=c9ab297edf,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event-series/pen-out-loud/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:01,1,0.00%,0.00%,$0.00 
/event-series/pen-out-loud/?mc_cid=b8f984d652&mc_eid=0b82f26f92,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event-series/pen-out-loud/?mc_cid=b8f984d652&mc_eid=c0898a3125,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event-series/pen-out-loud/?mc_cid=cc31c3a19d&mc_eid=e0dbb3fed4,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event-series/pen-out-loud/?mc_cid=cc31c3a19d&mc_eid=f4e9d5b033,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/event-series/pen-presents/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,0.00%,0.00%,$0.00 
/event-series/pen-presents/?mc_cid=b8f984d652&mc_eid=92919eeb3a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event-series/pen-presents/?mc_cid=b8f984d652&mc_eid=cc502d256c,1,1,0:00:22,1,0.00%,0.00%,$0.00 
/event/2013-pen-literary-gala/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/2014-pen-literary-awards-ceremony/,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/event/2015-pen-womens-literary-workshop/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/2016/01/28/muslim-in-america,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/2018-pen-world-voices-festival-resist-reimagine/,1,1,0:00:15,1,0.00%,0.00%,$0.00 
/event/50-years-post-mlk-media-the-magic-city-and-how-the-south-was-won/,1,1,0:04:01,1,0.00%,0.00%,$0.00 
/event/a-tribute-to-grace-paley/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/ae-fall-2018-yang/?mc_cid=39b373d0ea&mc_eid=708856d8a1,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/alabama-story/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/an-anarchists-guide-to-feminism/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/balkan-literature/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/banned-together-atlanta-ga/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/banned-together-baltimore-md/,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/event/banned-together-boston-ma/,1,1,0:07:01,1,0.00%,0.00%,$0.00 
/event/banned-together-censorship-cabaret-special-guest-pen-america/,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/event/banned-together-los-angeles/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/banned-together-st-louis/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/break-out-voices-from-inside-2018/?mc_cid=b8f984d652&mc_eid=3646413ab4,1,1,0:08:19,0,0.00%,0.00%,$0.00 
/event/break-out-voices-from-inside-2018/?mc_cid=b8f984d652&mc_eid=a12840e2d6,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/break-out-voices-from-the-inside-minneapolis/,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/event/breakout-voices-from-the-inside-2018/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/cancelled-andrews-brain-with-e-l-doctorow-tuesday-february-17/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/censored-in-china-dissident-writers-speak-out/,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/event/charlie-hebdo-and-challenges-to-freedom-of-expression/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/christopher-hitchens-the-fifth-annual-arthur-miller-freedom-to-write-lecture/,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/event/covering-a-crisis-a-conversation-with-the-writers-behind-seven-days-of-heroin/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/dangerous-work-an-evening-with-toni-morrison/,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/event/democracy-and-its-crisis/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/distant-lives-forbidden-voices/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/diversity-inclusion-free-speech-berkeley/,1,1,0:04:12,1,0.00%,0.00%,$0.00 
/event/dreaming-out-loud/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/exposure-politics-sex-power/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/facts-wish-read-press-freedom-discussion-cincinnati/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/facts-wish-read-press-freedom-discussion/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/faking-news-fraudulent-news-fight-truth/,1,1,0:01:10,0,0.00%,0.00%,$0.00 
/event/from-prison-to-president-the-letters-of-nelson-mandela/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,0,0.00%,0.00%,$0.00 
/event/from-prison-to-president-the-letters-of-nelson-mandela/?mc_cid=b8f984d652&mc_eid=68a0c52bb2,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/event/from-prison-to-president-the-letters-of-nelson-mandela/?mc_cid=b8f984d652&mc_eid=a4d7303748,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/from-prison-to-president-the-letters-of-nelson-mandela/?mc_cid=b8f984d652&mc_eid=c0898a3125,1,1,0:00:21,1,0.00%,0.00%,$0.00 
/event/gregory-rabassa-1922-2016-a-celebration/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/in-conversation-ludmila-ulitskaya/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/lina-sanehrabih-mroue-33-rpm-and-a-few-seconds/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/lit-crawl-brooklyn-2018/?mc_cid=50fe604a0a&mc_eid=6dc41248e0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/lit-crawl-brooklyn-2018/?mc_cid=b777e1b330&mc_eid=46e2c033c2,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/lit-crawl-brooklyn-2018/?preview_id=162761&preview_nonce=87e8ff5b7a&_thumbnail_id=162787&preview=true,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/literature-of-the-great-war/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/los-angeles-book-club-her-body-and-other-parties/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/los-angeles-book-club-post-traumatic-hood-disorder/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/m-word-muslim-americans-state-news-media/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/macondo-imaginary-and-real/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/nelsonmandela100/,1,1,0:13:35,0,0.00%,0.00%,$0.00 
/event/nelsonmandela100/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/new-directions-in-spanish-language-literature/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/,1,1,0:02:25,0,0.00%,0.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/?mc_cid=b8f984d652&mc_eid=3646413ab4,1,1,0:01:55,1,0.00%,0.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/?mc_cid=b8f984d652&mc_eid=62051ab105,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/?mc_cid=b8f984d652&mc_eid=68a0c52bb2,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/not-invisible-today-winners-of-pen-translation-prizes/?mc_cid=b8f984d652&mc_eid=a1d33c7d1d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-boston-book-festival/?mc_cid=580cb21ce5&mc_eid=7117301aa8,1,1,0:02:31,1,0.00%,0.00%,$0.00 
/event/pen-america-2018-boston-book-festival/?mc_cid=580cb21ce5&mc_eid=98f35f8884,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-boston-book-festival/?mc_cid=580cb21ce5&mc_eid=cffe30068d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-boston-book-festival/?preview_id=163302&preview_nonce=06adb75e40&_thumbnail_id=164118&preview=true,1,1,0:00:41,0,0.00%,0.00%,$0.00 
/event/pen-america-2018-brooklyn-book-festival/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/pen-america-2018-brooklyn-book-festival/?mc_cid=b8f984d652&mc_eid=11859e735e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-brooklyn-book-festival/?mc_cid=b8f984d652&mc_eid=93e6441036,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-brooklyn-book-festival/?mc_cid=b8f984d652&mc_eid=c249a44193,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-america-2018-texas-book-festival/?preview=true,1,1,0:25:37,0,0.00%,0.00%,$0.00 
/event/pen-america-at-bookexpo-and-bookcon-2018/,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/event/pen-america-presents-can-free-speech-be-saved/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/pen-america-town-hall-meeting-pittsburgh-summer2017/,1,1,0:01:16,0,0.00%,0.00%,$0.00 
/event/pen-america-winter-2017-authors-evening-scott-savitt/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-american-center-and-the-new-school-present-an-evening-with-liao-yiwu/,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/event/pen-out-loud-reimagining-a-wrinkle-in-time/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-presents-belletrist/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-presents-on-fascism/?mc_cid=82331fcb2f&mc_eid=899364c5c2,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-presents-on-fascism/?mc_cid=b777e1b330&mc_eid=96be3aae42,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/pen-west-end-of-year-party/,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/event/pen-west-lynn-freed/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/poland-spring-ryszard-krynicki/,1,1,0:01:19,0,0.00%,0.00%,$0.00 
/event/rally-for-silenced-chinese-writers/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/read-resistance-june-2018-tell-me-how-it-ends/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/read-resistance-october-2017-salvage-bones/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/read-the-resistance-september-2018-hope-in-the-dark/?mc_cid=0cd278d2eb&mc_eid=6a0a1dbecb,1,1,0:02:40,1,0.00%,0.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=497cdf9f22,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=614958ccea,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=68a0c52bb2,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=6c97f9d75a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=74b9d3f901,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=badc4ae87e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=c4f4e21140,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=d65d7b8d10,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/reading-conversation-heti-nunez/?mc_cid=b8f984d652&mc_eid=dc2ffae80c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/reading-conversation-rivka-galchen-claire-messud/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/redeployment-with-phil-klay-wednesday-february-10/,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/event/remembering-sam-shepard/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/revitalizing-endangered-languages/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/screening-live-event-the-trial-state-russia-vs-oleg-sentsov/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/screening-live-event-the-trial-state-russia-vs-oleg-sentsov/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/screening-live-event-the-trial-state-russia-vs-oleg-sentsov/?mc_cid=b8f984d652&mc_eid=23cc03fd5d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/screening-live-event-the-trial-state-russia-vs-oleg-sentsov/?mc_cid=b8f984d652&mc_eid=e766899176,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/something-to-declare-celebrating-writers-of-color/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/still-not-free-pen-america-celebrates-liu-xia/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/still-not-free-pen-america-celebrates-liu-xia/?mc_cid=b8f984d652&mc_eid=96d3fdcec9,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/stories-untold-reporting-on-family-separation-and-immigration-policy/?fbclid=IwAR23hE4oKZxpyjZWSgrTFqKHQbbx9Z9NZvu1z3upIehAvMurkEpU5JOLY2A,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/summer-salons-brooklyn-museum-jenny-zhang-weike-wang/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/the-art-of-the-accused/?mc_cid=b8f984d652&mc_eid=205caafa27,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/the-art-of-the-accused/?mc_cid=b8f984d652&mc_eid=b7ccd3a0b3,1,1,0:03:38,0,0.00%,0.00%,$0.00 
/event/the-arthur-miller-freedom-to-write-lecture-chimamanda-ngozi-adichie/,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/event/the-bridge-lisa-hayden-and-eugene-vodolazkin/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/the-bridge-on-translating-nonfiction-shelley-frisch-catherine-porter/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/the-fall-literary-tasting/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/the-literary-mews-3/,1,1,0:00:06,1,0.00%,0.00%,$0.00 
/event/the-worker-writers-school-tanka-society/,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?fbclid=IwAR1xknXOxvXwceXs3pFMbDHsIWTRK-MjTcs-q1j6jYFia9kfOpq-2aAaU_w,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=0114676246,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=1add37fc79,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=3646413ab4,1,1,0:06:38,0,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=3f6d19319a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=576b370cb6,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=68a0c52bb2,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=8640a7109f,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=8ca26bfffd,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=9718f739c9,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=b7ccd3a0b3,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=bcbb069aec,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=eac1176323,1,1,0:02:36,1,0.00%,0.00%,$0.00 
/event/toxic-masculinity-where-do-we-go-from-here/?mc_cid=b8f984d652&mc_eid=ff262e5527,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/trolling-news-protecting-journalists/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/event/truth-be-told/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/us-writer-translator-reading-series/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/violations-an-evening-of-interpretive-readings-of-dennis-coopers-gif-novels/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/we-write-we-resist-daniel-jose-older-and-ilyasah-shabazz-in-conversation/,1,1,0:02:30,1,0.00%,0.00%,$0.00 
/event/whose-freedom-whose-speech-future-community-free-speech-university-maryland/,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/event/whose-freedom-whose-speech-future-community-free-speech-university-virginia/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/winter-2018-authors-evening-david-grossman/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/winter-2018-authors-evening-hari-kunzru/,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/event/words-without-borders-the-world-through-the-eyes-of-writers/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/workshop-jackson-taylor-literary-forms-in-prison-or-from-the-uni-to-the-free/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR0-XrpLHh9YP9mXYZVBI-2BlXisPfx_ThNosmfKoDDEPZ3FyZJNZJ-OHc0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR09uDhHpxZn8Vy9iAU24-QYfdDqkyBhHKH08vlKWacp_zsB_ridM-4TeZ8,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR0fbp_S-cD8wx8yQu01JLy0q3hQO-NlQphYxJeSj3L4pD_04zd2xv-jCOs,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR0NH9KtC8xYlg3l8IlhnAxHM3l4v-VKOwKrKMixw4lXee9J2qNYyrP9QIM,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR0PvsH1qEXxfzuW6jOtW5hQDwZF6D01CiQ9T-2l8W1nIjvTGyPKp3nP77U,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR2CzairkrBAgICEYQbFah5Rkfp1S2YkGi4SBZyu01UiI8w2weJMIOdvQZc,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR2GFGCEnZW34G5sRiCqrI6rVGivxyV8n71xmQ9ZMNn9osQISf64P3u3h0c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?cal=2018-01,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/events-calendar/?cal=2018-02,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-03,1,1,0:03:55,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-05,1,1,0:26:30,1,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-06,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?cal=2018-07,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/events-calendar/?cal=2018-11&pen_event_type=authors-evenings,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-11&pen_event_type=awards-ceremony,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-11&pen_event_type=literary-symposium,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/events-calendar/?cal=2018-12&pen_event_type=awards-ceremony,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-01&pen_event_type=awards-ceremony,1,1,0:00:01,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-02&pen_event_type=awards-ceremony,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-03&pen_event_type=awards-ceremony,1,1,0:00:01,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-04&pen_event_type=awards-ceremony,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-05&pen_event_type=awards-ceremony,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-06&pen_event_type=awards-ceremony,1,1,0:00:01,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-07&pen_event_type=awards-ceremony,1,1,0:00:01,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-08&pen_event_type=awards-ceremony,1,1,0:00:01,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-11&pen_event_type=awards-ceremony,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=[UNIQID],1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=19cdc79692,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=8558db9c92,1,1,0:00:57,1,0.00%,0.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=93b7ce74e6,1,1,0:01:08,0,0.00%,0.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=9f3ab64768,1,1,0:01:37,1,0.00%,0.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=ac97eed50a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=b8f984d652&mc_eid=edf201baf7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=cc31c3a19d&mc_eid=1f62eed78d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=cc31c3a19d&mc_eid=87fb1104e0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?mc_cid=cc31c3a19d&mc_eid=c5460afbf9,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/events-calendar/?pen_event_type=authors-evenings,1,1,0:00:24,0,0.00%,0.00%,$0.00 
/events-calendar/?pen_event_type=awards-ceremony,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/events-calendar/?pen_event_type=lit-crawl,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/events-calendar/?pen_event_type=literary-symposium,1,1,0:01:27,0,0.00%,0.00%,$0.00 
/events-calendar/?pen_event_type=reading,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/everything-full-of-weight-on-translating-mia-couto/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/everything-is-flammable/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/excerpts-from-marcelo-cohens-the-end-of-the-same/,1,1,0:00:32,0,0.00%,0.00%,$0.00 
/faith-reason/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
