Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/dare-60-minutes-producer-jeff-fager-fired/,2,1,0:00:13,1,0.00%,50.00%,$0.00 
/dare-ben-shapiro-spoke-berkeley-protesters-gathered-outside/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/dare-daily-alert-on-rights-and-expression-70/,2,2,0:00:34,2,50.00%,50.00%,$0.00 
/dare-new-york-review-books-editor-out-me-too-essay/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/dare-trump-administration-challenges-university-michigan-anti-bullying-rules/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/dare-trump-administration-suing-california-quash-net-neutrality/,2,2,0:01:12,2,50.00%,50.00%,$0.00 
/dare-trump-attacks-kavanaugh-accuser-by-name-amid-negotiations-for-hearing/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/dear-america-reading-list/,2,2,0:13:57,0,0.00%,0.00%,$0.00 
/donate-ye18-1/?mc_cid=4b4c23a6f2&mc_eid=c794113b3e,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/donate/?mc_cid=580cb21ce5&mc_eid=4978cb0d7f,2,1,0:02:26,1,0.00%,50.00%,$0.00 
/donate/?mc_cid=a54295a467&mc_eid=e287c0c76f,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/donate/?mc_cid=b8f984d652&mc_eid=2c5d406fde,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/donate/?mc_cid=b8f984d652&mc_eid=7a8b0e5d85,2,1,0:02:59,1,0.00%,50.00%,$0.00 
/donate/?mc_cid=c1e1ff0cdf&mc_eid=23b38466a2,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/dont-pity-the-subject-being-smashed-rage-at-the-object-doing-the-smashing/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/eliane-brum-0,2,1,0:01:25,1,0.00%,50.00%,$0.00 
/emerging-voices-publishing-credits/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/event/2016-pen-literary-awards-ceremony/,2,1,0:02:23,1,0.00%,50.00%,$0.00 
/event/2018-new-members-new-books/,2,2,0:00:24,2,50.00%,50.00%,$0.00 
/event/a-tribute-to-chinua-achebe/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/banned-together-dallas-tx/,2,2,0:11:44,1,0.00%,0.00%,$0.00 
/event/banned-together-houston-tx/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/event/elegy-liu-xiaobo/?mc_cid=b777e1b330&mc_eid=245e82c332,2,1,0:00:10,1,0.00%,0.00%,$0.00 
/event/eliza-griswold-and-steve-coll-tuesday-march-8/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/evening-john-oliver-simon/,2,2,0:01:27,1,0.00%,0.00%,$0.00 
/event/​forbidden-feeds-government-controls-social-media-china/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/los-angeles-book-club-heart-muscle-size-fist/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/me-too-a-writers-reckoning/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/media-marginalization-positively-queer/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/event/newsroom-transparency-panel/,2,2,0:03:25,1,0.00%,0.00%,$0.00 
/event/pen-america-2018-boston-book-festival/?mc_cid=580cb21ce5&mc_eid=ef5b624ebc,2,1,0:01:20,1,0.00%,50.00%,$0.00 
/event/pen-america-2018-brooklyn-book-festival/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/pen-out-loud-lest-we-forget/?mc_cid=2a94e3f192&mc_eid=ac67e5712a,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/pen-presents-on-fascism/?mc_cid=b777e1b330&mc_eid=86189db8ed,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/pico-iyer-in-conversation-with-hal-wake/,2,1,0:00:16,1,0.00%,50.00%,$0.00 
/event/read-the-resistance-september-2018-hope-in-the-dark/?mc_cid=0cd278d2eb&mc_eid=c2b1298c29,2,1,0:02:07,1,0.00%,50.00%,$0.00 
/event/screening-live-event-the-trial-state-russia-vs-oleg-sentsov/?mc_cid=b8f984d652&mc_eid=2a3f708a26,2,2,0:01:57,1,100.00%,50.00%,$0.00 
/event/telling-our-story/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/event/the-m-word-hasan-minhaj-and-wajahat-ali/,2,2,0:00:05,1,100.00%,50.00%,$0.00 
/event/winter-2018-authors-evening-bill-browder/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/event/winter-2018-authors-evening-siri-hustvedt/,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/event/worker-writers-school-fall-open-house/,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/event/writing-wrongs-omission-new-york-times-overlooked/?fbclid=IwAR2ezKcWBYWWNHF5KzYQYCx1DZStRQTLVJnvqxyfrOvsnzkWnw4QmFmlvFE,2,1,0:03:28,1,0.00%,50.00%,$0.00 
/events-calendar/?cal=2018-04,2,1,0:12:20,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2018-10,2,2,0:00:08,0,0.00%,50.00%,$0.00 
/events-calendar/?cal=2019-02,2,2,0:00:06,0,0.00%,50.00%,$0.00 
/events-calendar/?cal=2019-09&pen_event_type=awards-ceremony,2,1,0:00:03,0,0.00%,0.00%,$0.00 
/events-calendar/?cal=2019-10&pen_event_type=awards-ceremony,2,1,0:00:02,0,0.00%,0.00%,$0.00 
/events-calendar/?mc_cid=cc31c3a19d&mc_eid=f4e9d5b033,2,1,0:00:52,1,0.00%,0.00%,$0.00 
/everyone-is-a-little-trans/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/executive-intern-la-office/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/eyes-exile-and-opportunity-banning-toni-morrisons-the-bluest-eye/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/fall-2018-membership-internship/,2,1,0:00:41,0,0.00%,50.00%,$0.00 
/false-choice/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/fighting-the-ninja/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/five-poems-by-hannah-ensor/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/five-poems-by-latasha-n-nevada-diggs/,2,1,0:01:22,1,0.00%,50.00%,$0.00 
/five-poems-by-lisa-olstein/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/five-poems-by-steven-alvarez/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/footnotes-from-the-worlds-greatest-bookstores/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/fouling-ones-own-nest-on-translating-horacio-castellanos-moya/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/four-poems-by-jamaal-may/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/four-poems-by-lyrae-van-clief-stefanon/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/four-poems-by-marc-rahe/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/four-poems-by-wong-may/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/free-turkish-translator-necmiye-alpay/,2,2,0:00:11,1,100.00%,50.00%,$0.00 
/from-dark-money/,2,2,0:00:15,1,100.00%,50.00%,$0.00 
/from-in-your-name/,2,1,0:00:21,1,0.00%,50.00%,$0.00 
/from-the-pirate-who-does-not-know-the-value-of-pi/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/from-word-problems/,2,1,0:28:47,1,0.00%,50.00%,$0.00 
/from-young-americans/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/government-programs-for-writers/,2,2,0:00:54,0,0.00%,0.00%,$0.00 
/guggenheim/,2,2,0:03:17,2,0.00%,0.00%,$0.00 
/health-care-information-for-pen-members/,2,2,0:00:41,0,0.00%,50.00%,$0.00 
/hook-a-memoir-through-letters/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/hostage/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/how-should-i-look/,2,2,0:01:12,0,0.00%,0.00%,$0.00 
/hunger-strike-pen-america-demands-oleg-sentsov-immediate-release/?mc_cid=b8f984d652&mc_eid=5aab5f058d,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/hunger-strike-pen-america-demands-oleg-sentsov-immediate-release/?mc_cid=b8f984d652&mc_eid=9fc382d317,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/iii-slate-candidates-offered/,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/importance-accessing-information-juneteenth/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/in-love-post-apocalypse/,2,1,0:09:11,1,0.00%,50.00%,$0.00 
/in-malaysia-it-is-still-illegal-to-disagree/,2,2,0:01:19,0,0.00%,50.00%,$0.00 
/in-search-of-the-sensual-hanan-al-shaykh-salman-rushdie/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/in-the-blazing-cities-of-your-rotten-carcass-mouth/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=[UNIQID],2,2,0:00:00,2,100.00%,100.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=051d49f267,2,1,0:00:00,1,0.00%,50.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=08d0b4e4db,2,1,0:00:09,1,0.00%,50.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=3b2660009d,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=7649d838d9,2,1,0:00:22,1,0.00%,50.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=8c4cb888c4,2,1,0:04:16,1,0.00%,50.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=9dcd1ff147,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=b1cfab3c19,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/jamal-khashoggi-pen-america-advocates/?mc_cid=b8f984d652&mc_eid=fb2e702133,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/journal-teaser/issue-14-good-books,2,2,0:00:10,0,0.00%,50.00%,$0.00 
/kentuckys-shameful-statistics/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/king-obama-and-surveillance-today/,2,2,0:04:28,0,0.00%,0.00%,$0.00 
/Lepidoptera-or-Butterflies/,2,2,0:01:34,0,0.00%,50.00%,$0.00 
/lila-azam-zanganeh-atiq-rahimi-mother-tongue/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/literary-award/pennabokov-award-for-achievement-in-international-literature-50000/,2,2,0:01:05,1,0.00%,50.00%,$0.00 
/literary-award/pennora-magid-award-2500/,2,2,0:00:14,1,0.00%,0.00%,$0.00 
/litfest-gala/?mc_cid=0deac46657&mc_eid=6a759c26ee,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/litfest-gala/?mc_cid=6a04b96d54&mc_eid=0bce109505,2,1,0:00:30,1,0.00%,50.00%,$0.00 
/litfest-gala/?mc_cid=6a04b96d54&mc_eid=31886d77fe,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/litfest-gala/?mc_cid=6a04b96d54&mc_eid=a9b54ec90e,2,1,0:00:55,1,0.00%,50.00%,$0.00 
/litfest-gala/?mc_cid=6a04b96d54&mc_eid=bd78cb7add,2,1,0:00:47,1,0.00%,0.00%,$0.00 
/litfest-gala/?mc_cid=6a04b96d54&mc_eid=c30f6f1a61,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/litfest-gala/?mc_cid=986d3f7e17&mc_eid=90b06ad728,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/liu-xiaobo-sentenced-six-years-ago-today/,2,2,0:28:46,1,0.00%,50.00%,$0.00 
/m-word-exclusive-interview-van-jones/,2,2,0:05:54,1,100.00%,50.00%,$0.00 
/m-word-stories-bayan-abubakr-part-2/,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/m-word-stories-kaighla-um-dayo/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/mass-surveillance-is-censorship/,2,2,0:03:38,1,100.00%,50.00%,$0.00 
/membership/?mc_cid=69b1fca9a9&mc_eid=0ed0c06727,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=69b1fca9a9&mc_eid=9e1532bc96,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=69b1fca9a9&mc_eid=a1cb8ab447,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=69b1fca9a9&mc_eid=ab42498d52,2,1,0:00:05,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=69b1fca9a9&mc_eid=f2be46d35f,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=05d1b28923,2,1,0:01:51,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=0c2e809d67,2,1,0:05:01,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=0c46f85926,2,1,0:01:15,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=2b26c7cb3b,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=36310817b2,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=569282f707,2,1,0:00:07,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=81a4a613cc,2,1,0:00:21,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=82cb95a3b3,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=984e321989,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=9cb1ec67ee,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=a6587eb820,2,1,0:00:00,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=a54295a467&mc_eid=cd61ea45d7,2,1,0:15:28,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=c1e1ff0cdf&mc_eid=67154b3fe3,2,1,0:23:42,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=c1e1ff0cdf&mc_eid=7db660274e,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/?mc_cid=c1e1ff0cdf&mc_eid=8e211e6aa9,2,1,0:00:07,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=c1e1ff0cdf&mc_eid=e022ac220d,2,1,0:12:11,1,0.00%,50.00%,$0.00 
/membership/?mc_cid=c1e1ff0cdf&mc_eid=ecb79678fd,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/membership/current-members-n/,2,2,0:00:18,0,0.00%,0.00%,$0.00 
/membership/current-members-o/,2,2,0:01:02,0,0.00%,0.00%,$0.00 
/membership/current-members-v/,2,1,0:00:42,0,0.00%,0.00%,$0.00 
/mexico-fourth-journalist-murdered-since-start-of-2016/,2,2,0:18:49,1,0.00%,0.00%,$0.00 
/mexico-journalist-and-writer-hector-de-mauleon-threatened-for-investigative-reports/,2,2,0:01:54,0,0.00%,0.00%,$0.00 
/moby-duck-2/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/mongolias-modernist-voice-on-translating-tseveendorjin-oidov/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/2018-literary-gala-carolyn-reidy/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/2018-literary-gala-jennifer-egan/,2,2,0:13:51,1,0.00%,50.00%,$0.00 
/multimedia/2018-literary-gala-stephen-king/,2,1,0:00:07,1,0.00%,50.00%,$0.00 
/multimedia/ariel-dorfman-reads-selected-poems/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/arthur-miller-freedom-write-lecture-2017-pen-world-voices-festival/,2,1,0:02:41,1,0.00%,0.00%,$0.00 
/multimedia/conversation-gregory-rabassa-edith-grossman-and-michael-f-moore/,2,1,0:01:24,1,0.00%,50.00%,$0.00 
/multimedia/durs-grunbein-reads-preparation-and-song-on-porcelain-by-czeslaw-milosz/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/free-expression-a-reality-check/,2,1,0:00:20,0,0.00%,0.00%,$0.00 
/multimedia/lily-hoang-reads-from-changing/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/martin-amis-reads-graham-greene-from-visiting-mrs-nabokov/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/pen-world-voices-festival-tenth-anniversary-highlights/,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/multimedia/salman-rushdie-the-arthur-miller-freedom-to-write-lecture/,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/multimedia/six-words-for-my-mother-with-said-sayrafiezadeh-video/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/toni-morrison-on-censorship-literacy-and-literature/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/multimedia/writers-read-testament-oleg-sentsov/?mc_cid=b8f984d652&mc_eid=2a3f708a26,2,2,0:06:07,2,50.00%,50.00%,$0.00 
/new-inventions-and-the-latest-innovations/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/news-analysis/page/3/,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/next-world-tarot/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/nowhere-to-turn-weak-state-internal-channels-intelligence-community-whistleblowers/,2,2,0:01:21,2,50.00%,50.00%,$0.00 
/ns-grants-and-awards,2,1,0:00:26,1,0.00%,0.00%,$0.00 
/nsfw-poetry-and-porn/,2,1,0:00:12,1,0.00%,50.00%,$0.00 
/number-six-of-the-eleven-calamities/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/obama-administration-drop-efforts-to-force-james-risen-testimony/,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/obamas-surveillance-state/,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/of-ash-and-bone/,2,2,0:00:05,1,100.00%,50.00%,$0.00 
/on-j-d-salingers-the-catcher-in-the-rye/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/on-kurt-vonneguts-slaughterhouse-five/.www.ala.org/advocacy/bbooks/frequentlychallengedbooks/classics,2,1,0:00:05,1,0.00%,50.00%,$0.00 
/on-translating-eka-kurniawan/,2,1,0:00:00,1,0.00%,50.00%,$0.00 
/on-translating-marcelo-cohen/,2,2,0:00:27,1,100.00%,50.00%,$0.00 
/on-translating-qiu-miaojin/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/open-letter-to-thomas-bach-international-olympic-committee-president-on-khadija-ismayilovas-imprisonment/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/oppose-protest-tax/?fbclid=IwAR0EkY5ptNdyMomu90dInr2PqYtwMIPbQ1hg5Kz8XNalJFV9nfVkKdh0P9U,2,1,0:01:58,1,0.00%,50.00%,$0.00 
/oppose-protest-tax/?fbclid=IwAR1L0SS9Gmjdrt8-YkjRa5IEUd-WjxTNr8hvPRvbYE6QAaVEt0ahCUwRXCg,2,1,0:01:20,1,0.00%,50.00%,$0.00 
/oppose-protest-tax/?fbclid=IwAR2OOU6lEeprXGr4V3xcMnFAswX3T15lGxMTB-rOUN4VnLQpNjqcYUGmQOw,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/oppose-protest-tax/?fbclid=IwAR3VzAY6UPLDvM-9NUY_QOolFdxlixMAilUt68LdrKKe--3WtX8bRL7GIfw,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/our-man-jimmy-amiri-baraka-on-james-baldwin/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/page.php/prmID/1382,2,2,0:00:10,1,100.00%,50.00%,$0.00 
/page.php/prmID/147,2,2,0:00:00,2,100.00%,100.00%,$0.00 
"/page/2/?s=""enemy+of+the+american+people""",2,1,0:00:11,0,0.00%,0.00%,$0.00 
/page/2/?s=francis,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/page/2/?s=obama+associated+press,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/page/2/?s=patriot+act,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/page/2/?s=prison+book+ban,2,2,0:00:29,0,0.00%,0.00%,$0.00 
/page/2/?s=The+Militant+book+ban,2,1,0:00:11,0,0.00%,50.00%,$0.00 
/page/2/?s=vicky+ward,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/page/3/?s=patriot+act,2,1,0:09:11,0,0.00%,0.00%,$0.00 
/page/3/?s=prison+book+ban,2,1,0:00:21,0,0.00%,0.00%,$0.00 
/page/6/?s=Obama,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/painting-the-sunset/,2,1,0:00:20,0,0.00%,0.00%,$0.00 
/parce-que-cetait-lui/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen_country/saudi-arabia/,2,1,0:04:36,1,0.00%,50.00%,$0.00 
/pen_genre/reading/page/48/,2,1,0:00:11,1,0.00%,50.00%,$0.00 
/pen_multimedia/audio/page/2/,2,1,0:00:09,0,0.00%,0.00%,$0.00 
/pen_status/released/page/3/,2,1,0:00:07,1,0.00%,50.00%,$0.00 
/pen_tags/annamarie-harris-romero/,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/pen_tags/bayan-abubakr/,2,2,0:00:14,2,0.00%,0.00%,$0.00 
/pen_tags/can-we-talk/,2,2,0:00:03,2,50.00%,50.00%,$0.00 
/pen_tags/china/,2,2,0:00:16,0,0.00%,0.00%,$0.00 
/pen_tags/civil-litigation/,2,1,0:10:52,1,0.00%,0.00%,$0.00 
/pen_tags/dan-obrien/,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/pen_tags/donald-j-trump/,2,2,0:00:39,1,0.00%,0.00%,$0.00 
/pen_tags/donat-mbaya-tshimanga/,2,1,0:00:14,1,0.00%,50.00%,$0.00 
/pen_tags/egypt/,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/pen_tags/fake-news/,2,2,0:00:06,1,100.00%,50.00%,$0.00 
/pen_tags/fiction/,2,2,0:00:06,1,100.00%,50.00%,$0.00 
/pen_tags/fran-lebowitz/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen_tags/homegoing-excerpt/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen_tags/independent-chinese-pen-center/,2,1,0:00:17,1,0.00%,0.00%,$0.00 
/pen_tags/jeffrey-and-elizabeth-leeds/,2,2,0:01:18,2,50.00%,50.00%,$0.00 
/pen_tags/jubi-arriola-headley/,2,2,0:00:06,1,100.00%,50.00%,$0.00 
/pen_tags/lhamjab-a-borjigin/,2,1,0:06:44,1,0.00%,0.00%,$0.00 
/pen_tags/melissa-broder/,2,1,0:00:05,1,0.00%,50.00%,$0.00 
/pen_tags/morgan-entrekin/,2,1,0:00:08,0,0.00%,50.00%,$0.00 
/pen_tags/natalie-green/,2,1,0:00:55,0,0.00%,0.00%,$0.00 
/pen_tags/newseum/,2,1,0:00:11,0,0.00%,50.00%,$0.00 
/pen_tags/pittsburgh/,2,1,0:00:45,1,0.00%,0.00%,$0.00 
/pen_tags/the-fugitive-poets-of-fenway-park/,2,1,0:00:16,1,0.00%,50.00%,$0.00 
/pen_tags/washington-dc/,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/pen_topic/2018-litfest-gala/,2,1,0:00:30,0,0.00%,0.00%,$0.00 
/pen_topic/2019-literary-awards/,2,2,0:00:27,0,0.00%,0.00%,$0.00 
/pen_topic/alejandro-gonzalez-raga/,2,2,0:00:14,2,50.00%,50.00%,$0.00 
/pen_topic/orhan-pamuk/,2,2,0:00:12,2,0.00%,0.00%,$0.00 
/pen_topic/president-obama/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen_topic/reeyot-alemu/,2,1,0:00:09,1,0.00%,50.00%,$0.00 
/pen_topic/salama-kila/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen_topic/the-pen-ten/,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/pen-across-america-get-involved/?mc_cid=580cb21ce5&mc_eid=301a710568,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-across-america/?mc_cid=47c0181ecd&mc_eid=f807adae7f,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-across-america/?mc_cid=b8f984d652&mc_eid=0605754331,2,1,0:00:45,1,0.00%,50.00%,$0.00 
/pen-across-america/?mc_cid=b8f984d652&mc_eid=3a5a6b17a7,2,1,0:00:10,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?fbclid=IwAR04im5MjLCxr1lIsv4VRHjwLqwV8IBh-NoZ5Wn98qaGp5F3FUyYJ1d80is,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?fbclid=IwAR1K1upcvInD1opF8x53RUwuN0mNfOXnP9od-kZ4iaMVqZpqFgXeqiHvLoI,2,1,0:00:18,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?fbclid=IwAR3xGlIDDIYQe_h42mhwoW6aYgfMu0tQ6lAkBySesRjeDFgbGNPa3kFom8k,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=1b6c18228b&mc_eid=3b234945ef,2,1,0:00:14,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=071a7101c3,2,1,0:22:56,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=0e13aea83e,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=5a75a6cf27,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=62c7ab591d,2,1,0:01:50,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=7455295ee8,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=798a493e85,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=84c6d9726d,2,1,0:02:01,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=98d173e4d2,2,1,0:01:06,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=9a26b98d67,2,1,0:00:21,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=a4e2289fcb,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=a7d58a063d,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=b5b91bb51b,2,1,0:02:01,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=bc85c3bbbc,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=bd8d7adb8a,2,1,0:00:47,1,0.00%,50.00%,$0.00 
/pen-america-v-trump/?mc_cid=69b1fca9a9&mc_eid=d3437ff88c,2,1,0:00:01,1,0.00%,50.00%,$0.00 
